62,52,10,100
72,62,10,100
68,58,10,100
58,48,10,100
64,54,10,100
68,58,10,100
54,44,10,100
58,48,10,100
66,56,10,100
64,54,10,100
63,53,10,100
63,53,10,100
65,55,10,100
67,57,10,100
66,56,10,100
70,60,10,100
62,52,10,100
70,60,10,100
71,61,10,100
60,50,10,100
63,53,10,100
63,53,10,100
70,60,10,100
68,58,10,100
70,60,10,100
72,62,10,100
69,59,10,100
62,52,10,100
73,63,10,100
60,50,10,100
62,52,10,100
62,52,10,100
62,52,10,100
57,47,10,100
58,48,10,100
72,62,10,100
65,55,10,100
59,49,10,100
63,53,10,100
62,52,10,100
59,49,10,100
71,61,10,100
72,62,10,100
67,57,10,100
64,54,10,100
65,55,10,100
78,68,10,100
75,65,10,100
76,66,10,100
70,60,10,100
207,187,20,400
186,166,20,400
210,190,20,400
250,230,20,400
245,225,20,400
240,220,20,400
227,207,20,400
234,214,20,400
216,196,20,400
208,188,20,400
263,243,20,400
244,224,20,400
215,195,20,400
255,235,20,400
213,193,20,400
252,232,20,400
243,223,20,400
207,187,20,400
217,197,20,400
240,220,20,400
217,197,20,400
249,229,20,400
269,249,20,400
217,197,20,400
209,189,20,400
210,190,20,400
196,176,20,400
239,219,20,400
208,188,20,400
251,231,20,400
225,205,20,400
215,195,20,400
230,210,20,400
207,187,20,400
213,193,20,400
275,255,20,400
223,203,20,400
225,205,20,400
234,214,20,400
246,226,20,400
235,215,20,400
240,220,20,400
185,165,20,400
253,233,20,400
260,240,20,400
241,221,20,400
188,168,20,400
243,223,20,400
254,234,20,400
247,227,20,400
507,477,30,900
521,491,30,900
479,449,30,900
466,436,30,900
405,375,30,900
601,571,30,900
517,487,30,900
518,488,30,900
562,532,30,900
546,516,30,900
426,396,30,900
551,521,30,900
503,473,30,900
462,432,30,900
442,412,30,900
491,461,30,900
420,390,30,900
463,433,30,900
473,443,30,900
496,466,30,900
542,512,30,900
466,436,30,900
468,438,30,900
488,458,30,900
514,484,30,900
500,470,30,900
522,492,30,900
496,466,30,900
409,379,30,900
550,520,30,900
541,511,30,900
508,478,30,900
466,436,30,900
562,532,30,900
495,465,30,900
504,474,30,900
527,497,30,900
606,576,30,900
460,430,30,900
564,534,30,900
464,434,30,900
507,477,30,900
511,481,30,900
533,503,30,900
477,447,30,900
460,430,30,900
483,453,30,900
508,478,30,900
484,454,30,900
590,560,30,900
884,844,40,1600
827,787,40,1600
898,858,40,1600
858,818,40,1600
945,905,40,1600
898,858,40,1600
878,838,40,1600
821,781,40,1600
957,917,40,1600
819,779,40,1600
874,834,40,1600
874,834,40,1600
903,863,40,1600
876,836,40,1600
828,788,40,1600
826,786,40,1600
850,810,40,1600
897,857,40,1600
844,804,40,1600
869,829,40,1600
854,814,40,1600
824,784,40,1600
932,892,40,1600
855,815,40,1600
845,805,40,1600
818,778,40,1600
887,847,40,1600
913,873,40,1600
821,781,40,1600
931,891,40,1600
871,831,40,1600
862,822,40,1600
805,765,40,1600
775,735,40,1600
818,778,40,1600
827,787,40,1600
812,772,40,1600
867,827,40,1600
874,834,40,1600
821,781,40,1600
946,906,40,1600
824,784,40,1600
926,886,40,1600
926,886,40,1600
865,825,40,1600
809,769,40,1600
828,788,40,1600
799,759,40,1600
765,725,40,1600
748,708,40,1600
1416,1366,50,2500
1316,1266,50,2500
1478,1428,50,2500
1463,1413,50,2500
1422,1372,50,2500
1310,1260,50,2500
1258,1208,50,2500
1216,1166,50,2500
1363,1313,50,2500
1309,1259,50,2500
1416,1366,50,2500
1301,1251,50,2500
1311,1261,50,2500
1340,1290,50,2500
1449,1399,50,2500
1362,1312,50,2500
1319,1269,50,2500
1057,1007,50,2500
1164,1114,50,2500
1208,1158,50,2500
1358,1308,50,2500
1335,1285,50,2500
1489,1439,50,2500
1416,1366,50,2500
1539,1489,50,2500
1291,1241,50,2500
1357,1307,50,2500
1139,1089,50,2500
1442,1392,50,2500
1171,1121,50,2500
1354,1304,50,2500
1417,1367,50,2500
1270,1220,50,2500
1298,1248,50,2500
1279,1229,50,2500
1267,1217,50,2500
1430,1380,50,2500
1372,1322,50,2500
1187,1137,50,2500
1350,1300,50,2500
1235,1185,50,2500
1321,1271,50,2500
1428,1378,50,2500
1420,1370,50,2500
1304,1254,50,2500
1321,1271,50,2500
1405,1355,50,2500
1244,1194,50,2500
1370,1320,50,2500
1458,1408,50,2500
1819,1759,60,3600
1827,1767,60,3600
1912,1852,60,3600
1822,1762,60,3600
1656,1596,60,3600
1775,1715,60,3600
2057,1997,60,3600
1954,1894,60,3600
2008,1948,60,3600
1897,1837,60,3600
1847,1787,60,3600
1686,1626,60,3600
2073,2013,60,3600
2037,1977,60,3600
1954,1894,60,3600
1786,1726,60,3600
1667,1607,60,3600
2072,2012,60,3600
1813,1753,60,3600
1853,1793,60,3600
1794,1734,60,3600
1885,1825,60,3600
1995,1935,60,3600
1915,1855,60,3600
2040,1980,60,3600
1916,1856,60,3600
1785,1725,60,3600
1942,1882,60,3600
1714,1654,60,3600
2105,2045,60,3600
1767,1707,60,3600
1990,1930,60,3600
1944,1884,60,3600
1766,1706,60,3600
1730,1670,60,3600
1700,1640,60,3600
1975,1915,60,3600
2027,1967,60,3600
1891,1831,60,3600
1917,1857,60,3600
1691,1631,60,3600
2038,1978,60,3600
1893,1833,60,3600
1808,1748,60,3600
1949,1889,60,3600
1900,1840,60,3600
1887,1827,60,3600
1856,1796,60,3600
2132,2072,60,3600
1848,1788,60,3600
2695,2625,70,4900
2717,2647,70,4900
2456,2386,70,4900
2625,2555,70,4900
2503,2433,70,4900
2722,2652,70,4900
2593,2523,70,4900
2653,2583,70,4900
2555,2485,70,4900
2463,2393,70,4900
2512,2442,70,4900
2637,2567,70,4900
2344,2274,70,4900
2519,2449,70,4900
2608,2538,70,4900
2677,2607,70,4900
2330,2260,70,4900
2443,2373,70,4900
2297,2227,70,4900
2542,2472,70,4900
2677,2607,70,4900
2345,2275,70,4900
2650,2580,70,4900
2639,2569,70,4900
2590,2520,70,4900
2548,2478,70,4900
2401,2331,70,4900
2520,2450,70,4900
2600,2530,70,4900
2572,2502,70,4900
2643,2573,70,4900
2344,2274,70,4900
2864,2794,70,4900
2429,2359,70,4900
2455,2385,70,4900
2512,2442,70,4900
2566,2496,70,4900
2542,2472,70,4900
2386,2316,70,4900
2291,2221,70,4900
2656,2586,70,4900
2446,2376,70,4900
2369,2299,70,4900
2600,2530,70,4900
2577,2507,70,4900
2889,2819,70,4900
2574,2504,70,4900
2644,2574,70,4900
2532,2462,70,4900
2403,2333,70,4900
3505,3425,80,6400
3373,3293,80,6400
3500,3420,80,6400
3487,3407,80,6400
3570,3490,80,6400
3285,3205,80,6400
3654,3574,80,6400
3410,3330,80,6400
3265,3185,80,6400
3048,2968,80,6400
3425,3345,80,6400
3414,3334,80,6400
3141,3061,80,6400
3362,3282,80,6400
3274,3194,80,6400
3232,3152,80,6400
3193,3113,80,6400
3331,3251,80,6400
3535,3455,80,6400
3138,3058,80,6400
3338,3258,80,6400
3277,3197,80,6400
3227,3147,80,6400
3268,3188,80,6400
