62, 738, 389.100000, 1 
4, 2, 2.250000, 2 
62, 608, 310.600000, 1 
109, 124, 112.150000, 37 
127, 723, 382.900000, 6 
32, 402, 217.800000, 1 
67, 1651, 1029.400000, 1 
50, 1097, 659.400000, 1 
52, 729, 381.650000, 1 
53, 1365, 841.250000, 1 
111, 2219, 1204.950000, 1 
78, 2668, 1844.550000, 1 
90, 189, 116.200000, 12 
70, 2095, 1371.100000, 1 
155, 5242, 3453.900000, 1 
134, 6006, 4383.550000, 1 
186, 16542, 17565.600000, 1 
65, 1247, 728.850000, 1 
63, 1452, 871.800000, 1 
20, 39, 20.600000, 2 
6, 14, 7.900000, 1 
198, 18760, 20719.750000, 1 
43, 130, 73.450000, 4 
86, 341, 180.900000, 6 
177, 8634, 6385.650000, 1 
60, 852, 451.600000, 1 
54, 1170, 701.600000, 1 
26, 284, 141.700000, 1 
160, 1981, 1010.400000, 2 
100, 2865, 1785.600000, 1 
171, 4794, 2862.950000, 1 
101, 516, 267.250000, 5 
156, 5662, 3675.650000, 1 
48, 953, 554.600000, 1 
161, 2288, 1115.950000, 1 
89, 1856, 1053.600000, 1 
171, 2475, 1339.350000, 2 
67, 150, 90.950000, 9 
192, 5224, 3041.200000, 1 
47, 487, 254.800000, 1 
151, 5572, 3614.400000, 1 
12, 16, 10.300000, 3 
83, 2652, 1913.300000, 1 
174, 13344, 13055.100000, 1 
162, 5003, 2983.250000, 1 
9, 16, 9.450000, 2 
139, 6718, 5098.550000, 1 
46, 741, 410.850000, 1 
11, 48, 23.950000, 1 
101, 1142, 529.650000, 1 
110, 3154, 1910.450000, 1 
66, 2136, 1439.300000, 1 
84, 612, 304.750000, 2 
39, 360, 169.950000, 1 
193, 11373, 9557.400000, 1 
91, 2588, 1577.050000, 1 
175, 2515, 1302.650000, 2 
79, 1908, 1155.400000, 1 
35, 332, 153.850000, 1 
173, 14549, 14941.750000, 1 
156, 586, 533.900000, 13 
42, 835, 491.300000, 1 
189, 9163, 6494.100000, 1 
199, 8871, 6196.950000, 1 
187, 4277, 2253.350000, 1 
53, 708, 364.500000, 1 
99, 4769, 3722.350000, 1 
157, 2104, 1109.300000, 2 
68, 1860, 1187.000000, 1 
105, 710, 356.050000, 3 
60, 613, 305.650000, 1 
117, 5865, 4671.300000, 1 
53, 448, 236.450000, 2 
61, 512, 253.650000, 2 
107, 4425, 3257.550000, 1 
23, 75, 36.200000, 1 
61, 1369, 830.450000, 1 
16, 84, 40.950000, 1 
70, 2281, 1565.050000, 1 
115, 6107, 4944.950000, 1 
170, 443, 273.450000, 23 
93, 3138, 2086.400000, 1 
109, 5602, 4480.450000, 1 
122, 6263, 4988.150000, 1 
132, 5361, 3755.100000, 1 
196, 5119, 2815.700000, 1 
163, 11039, 10033.200000, 1 
160, 5622, 3722.950000, 1 
41, 777, 452.800000, 1 
66, 113, 75.150000, 13 
22, 67, 32.900000, 1 
188, 2588, 1343.000000, 2 
166, 13458, 13522.300000, 1 
48, 1035, 617.100000, 1 
169, 13838, 14005.150000, 1 
26, 308, 155.250000, 1 
116, 2759, 1617.400000, 1 
135, 3672, 2256.350000, 1 
193, 345, 237.600000, 29 
54, 790, 410.800000, 1 
52, 216, 117.900000, 5 
110, 1650, 799.800000, 1 
188, 15682, 16093.000000, 1 
43, 546, 291.400000, 1 
102, 1773, 985.600000, 1 
106, 3863, 2663.500000, 1 
41, 707, 383.050000, 1 
31, 268, 126.550000, 1 
129, 6653, 5246.850000, 1 
27, 253, 124.000000, 1 
192, 17250, 18366.150000, 1 
137, 5004, 3283.750000, 1 
17, 8, 9.600000, 10 
180, 9281, 6961.800000, 1 
62, 188, 105.150000, 7 
97, 270, 157.250000, 13 
160, 9595, 8167.600000, 1 
99, 2233, 1266.450000, 1 
119, 3498, 2063.950000, 1 
49, 705, 376.200000, 1 
144, 6957, 5226.200000, 1 
143, 5935, 4062.950000, 1 
10, 13, 8.300000, 2 
73, 1155, 645.450000, 1 
36, 265, 117.300000, 1 
88, 3263, 2289.050000, 1 
132, 1940, 1018.800000, 1 
129, 7875, 6805.200000, 1 
188, 5019, 2980.600000, 1 
32, 375, 190.400000, 1 
176, 329, 235.550000, 37 
86, 2166, 1318.100000, 1 
8, 23, 12.000000, 1 
184, 3231, 1797.950000, 2 
148, 1212, 612.900000, 3 
170, 1236, 645.800000, 6 
191, 8505, 5874.450000, 1 
61, 208, 115.100000, 6 
139, 6604, 5032.550000, 1 
26, 118, 57.750000, 2 
112, 4415, 3123.000000, 1 
23, 196, 94.650000, 1 
74, 2582, 1764.250000, 1 
30, 129, 61.650000, 2 
165, 5231, 3332.350000, 1 
157, 6490, 4347.300000, 1 
9, 3, 4.700000, 6 
8, 14, 8.300000, 2 
184, 147, 214.950000, 83 
163, 7378, 5380.100000, 1 
171, 9320, 7437.000000, 1 
134, 8064, 6926.400000, 1 
33, 216, 98.350000, 1 
135, 4967, 3306.950000, 1 
98, 141, 111.700000, 29 
81, 66, 70.650000, 34 
34, 196, 92.700000, 1 
95, 2855, 1844.600000, 1 
103, 2235, 1189.350000, 1 
12, 53, 26.000000, 1 
112, 3514, 2222.350000, 1 
113, 4936, 3663.850000, 1 
44, 299, 149.950000, 1 
194, 13212, 12088.350000, 1 
133, 8521, 7571.500000, 1 
99, 555, 298.000000, 6 
72, 2316, 1545.750000, 1 
60, 1547, 964.900000, 1 
6, 6, 4.400000, 2 
176, 8079, 5663.650000, 1 
7, 0, 3.050000, 7 
168, 2874, 1439.300000, 1 
126, 6698, 5444.100000, 1 
63, 1452, 872.450000, 1 
196, 2054, 1016.600000, 3 
144, 9918, 9051.450000, 1 
176, 11328, 9932.150000, 1 
99, 4389, 3265.550000, 1 
40, 260, 119.550000, 2 
117, 2738, 1557.600000, 1 
70, 399, 211.300000, 3 
156, 5825, 3866.400000, 1 
179, 13646, 13252.800000, 1 
75, 2628, 1840.700000, 1 
144, 4064, 2402.400000, 1 
22, 147, 72.350000, 1 
97, 2178, 1289.900000, 1 
60, 401, 201.450000, 2 
120, 2197, 1142.750000, 1 
12, 65, 32.150000, 1 
180, 12210, 11097.450000, 1 
164, 1960, 948.500000, 2 
12, 28, 14.400000, 2 
189, 5307, 3025.150000, 1 
87, 2879, 1880.800000, 1 
197, 6526, 4149.300000, 1 
10, 19, 10.700000, 2 
49, 364, 190.750000, 2 
108, 4280, 3020.500000, 1 
104, 1850, 1025.600000, 1 
123, 3109, 1822.850000, 1 
173, 12497, 11725.150000, 1 
136, 5674, 4047.850000, 1 
39, 732, 414.900000, 1 
131, 3281, 1978.750000, 1 
187, 1622, 803.700000, 4 
71, 1173, 643.750000, 1 
197, 18758, 20730.150000, 1 
38, 693, 393.850000, 1 
86, 2586, 1688.900000, 1 
19, 132, 61.900000, 1 
19, 45, 23.450000, 3 
61, 13, 45.050000, 49 
24, 97, 56.450000, 2 
143, 2795, 1505.350000, 1 
193, 11542, 9522.750000, 1 
11, 3, 5.600000, 8 
59, 412, 209.300000, 1 
99, 757, 407.850000, 2 
161, 8197, 6443.550000, 1 
159, 11578, 10973.000000, 1 
169, 13751, 13899.250000, 1 
52, 179, 99.500000, 6 
28, 298, 158.600000, 1 
195, 2867, 1463.650000, 2 
27, 113, 55.400000, 3 
157, 9687, 8353.600000, 1 
113, 4444, 3108.350000, 1 
139, 6033, 4278.600000, 1 
73, 448, 229.650000, 2 
21, 103, 46.100000, 1 
152, 476, 269.850000, 14 
108, 955, 446.450000, 2 
4, 1, 2.100000, 3 
40, 591, 328.700000, 1 
46, 264, 139.050000, 2 
78, 1168, 652.700000, 1 
196, 3607, 1840.300000, 1 
182, 13237, 12552.050000, 1 
71, 1216, 655.650000, 1 
10, 23, 13.200000, 2 
191, 8489, 5973.100000, 1 
69, 244, 134.950000, 5 
91, 2219, 1303.800000, 1 
39, 12, 24.050000, 28 
124, 2438, 1400.250000, 1 
161, 12446, 12192.650000, 1 
151, 377, 240.750000, 24 
176, 14152, 14163.550000, 1 
114, 5382, 4124.500000, 1 
107, 164, 124.050000, 27 
144, 9112, 7952.750000, 1 
8, 16, 9.150000, 1 
53, 525, 281.650000, 1 
160, 3544, 1963.700000, 1 
193, 16843, 17802.850000, 1 
70, 1610, 982.450000, 1 
