3, 13.700000, 4.000000, 13.750000, 13.750000, 4.050000, 1 
4, 28.650000, 6.550000, 28.450000, 29.150000, 6.000000, 1 
5, 51.250000, 9.550000, 51.050000, 51.650000, 9.600000, 1 
6, 84.650000, 13.250000, 84.950000, 85.250000, 13.300000, 1 
7, 136.600000, 17.150000, 128.900000, 128.500000, 17.250000, 1 
8, 187.350000, 21.900000, 190.050000, 190.750000, 22.750000, 1 
9, 262.150000, 27.600000, 260.250000, 260.350000, 27.400000, 1 
10, 351.300000, 33.500000, 355.750000, 350.500000, 33.450000, 1 
11, 464.050000, 40.250000, 464.200000, 463.950000, 40.200000, 1 
12, 595.400000, 48.150000, 597.750000, 594.250000, 47.350000, 1 
13, 752.950000, 55.550000, 745.800000, 745.600000, 55.650000, 1 
14, 930.600000, 64.750000, 930.300000, 925.950000, 64.200000, 1 
15, 1136.250000, 72.750000, 1137.050000, 1131.800000, 72.800000, 1 
16, 1378.400000, 84.200000, 1376.600000, 1371.450000, 83.550000, 1 
17, 1649.500000, 93.300000, 1634.400000, 1634.000000, 93.550000, 1 
18, 1949.650000, 104.450000, 1934.500000, 1941.100000, 104.500000, 1 
19, 2285.550000, 116.350000, 2270.200000, 2269.450000, 115.850000, 1 
20, 2658.050000, 128.150000, 2640.300000, 2642.850000, 128.900000, 1 
