21,91175.125,185820,462142.3125,613519.3125, 
27,321054.875,596150,1554658.625,1940617.875, 
28,370216.5,656468.125,1841591.1875,2419742.8125,
30,444190.1875,894371.729166667,2163346.1875,3378728.08333333,
32,783860.75,1077469.625,3548858.1875,4295707.25, 
34,965638.375,1644036.25,4699680,5652735.375, 
38,1256773.125,3182285.875,6012318.125,10238512.9375, 
