21, 91175.125000, 5, 185820.000000, 5, 462142.312500, 5, 613519.312500, 5, 
21, 94226.312500, 5, 156291.312500, 5, 456903.375000, 5, 617008.625000, 7, 
21, 95504.437500, 5, 181041.312500, 7, 467133.375000, 5, 617249.187500, 5, 
21, 92674.062500, 5, 159806.875000, 7, 458951.750000, 5, 613940.187500, 5, 
21, 91623.187500, 5, 160184.000000, 7, 456637.500000, 5, 614818.750000, 5, 
21, 92132.062500, 5, 143449.187500, 9, 461367.937500, 5, 617710.687500, 5, 
21, 92675.562500, 5, 155438.500000, 7, 459425.625000, 5, 613500.187500, 5, 
21, 94248.500000, 5, 165143.437500, 7, 463681.312500, 5, 626794.312500, 5, 
21, 94898.562500, 5, 161926.500000, 9, 460391.437500, 5, 614812.187500, 5, 
21, 92175.750000, 5, 160957.250000, 9, 461818.500000, 5, 620954.750000, 7, 
28, 353030.000000, 6, 630915.875000, 6, 1953156.187500, 6, 2410396.687500, 6, 
28, 352179.250000, 6, 754811.750000, 8, 1710037.312500, 6, 2317716.937500, 8, 
28, 346835.750000, 6, 689625.375000, 8, 1669447.875000, 6, 2467642.062500, 6, 
30, 440727.687500, 6, 894700.062500, 6, 2157499.812500, 6, 3413719.062500, 6, 
30, 444098.187500, 6, 890654.125000, 6, 2199337.750000, 6, 3411454.187500, 6, 
27, 321054.875000, 6, 596150.000000, 6, 1554658.625000, 6, 1940617.875000, 6, 
30, 447744.687500, 6, 897761.000000, 6, 2133201.000000, 6, 3311011.000000, 6, 
28, 365906.312500, 6, 730314.000000, 8, 1704607.375000, 6, 2334239.250000, 6, 
28, 387403.000000, 6, 682020.375000, 6, 1730026.187500, 6, 2429088.937500, 6, 
29, 406815.500000, 6, 970046.937500, 8, 1956637.687500, 6, 3248024.562500, 6, 
34, 1124362.687500, 27, 1633197.125000, 9, 5388058.625000, 27, 5542006.312500, 7, 
35, 982679.062500, 7, 1606658.687500, 9, 4812885.812500, 7, 6393537.437500, 7, 
34, 1049470.812500, 7, 1556649.062500, 9, 4733712.125000, 7, 5538444.125000, 7, 
38, 1256773.125000, 7, 3182285.875000, 7, 6012318.125000, 7, 10238512.937500, 7, 
32, 783860.750000, 7, 1077469.625000, 7, 3548858.187500, 7, 4295707.250000, 7, 
36, 1020727.000000, 7, 2365557.875000, 9, 5607424.062500, 7, 7874465.250000, 9, 
34, 965638.375000, 7, 1644036.250000, 7, 4699680.000000, 7, 5652735.375000, 7, 
39, 1665798.000000, 7, 3352438.625000, 10, 7457818.875000, 7, 11670108.000000, 7, 
37, 1195897.500000, 7, 2820692.937500, 9, 6147984.687500, 7, 8942275.937500, 7, 
39, 1289291.187500, 7, 3683254.437500, 10, 7075593.750000, 7, 11121327.812500, 7, 
