10, 23, 1337.812500, 2, 1933.875000, 2, 5844.312500, 2, 9314.187500, 2, 
10, 37, 752.625000, 1, 721.187500, 1, 3365.125000, 1, 3330.750000, 1, 
10, 26, 561.875000, 2, 1208.312500, 2, 2717.687500, 2, 5851.250000, 2, 
10, 1, 6263.625000, 9, 6282.812500, 9, 31373.312500, 9, 31222.875000, 9, 
10, 5, 5708.687500, 6, 5720.250000, 6, 28288.937500, 6, 28554.187500, 6, 
10, 36, 702.937500, 1, 785.000000, 1, 3299.000000, 1, 3388.687500, 1, 
10, 32, 666.937500, 2, 669.062500, 2, 3271.437500, 2, 3273.625000, 2, 
10, 15, 3522.062500, 2, 5933.437500, 2, 13896.250000, 2, 21335.312500, 2, 
10, 20, 2329.187500, 2, 3084.625000, 2, 11076.625000, 2, 13664.750000, 2, 
10, 35, 869.875000, 1, 1247.687500, 1, 3359.500000, 1, 4835.625000, 1, 
11, 53, 992.875000, 1, 893.875000, 1, 4585.125000, 1, 4317.375000, 1, 
11, 20, 6851.687500, 3, 6394.750000, 3, 32235.312500, 3, 31863.312500, 3, 
11, 6, 8051.375000, 6, 8686.187500, 6, 40154.000000, 6, 42798.875000, 6, 
11, 16, 8224.312500, 4, 8301.312500, 4, 41109.687500, 4, 41549.500000, 4, 
11, 18, 7917.562500, 3, 7728.750000, 3, 41060.000000, 3, 38757.625000, 3, 
11, 11, 7385.937500, 4, 10575.562500, 4, 28975.937500, 4, 46125.125000, 4, 
11, 36, 616.562500, 1, 1938.875000, 1, 3031.937500, 1, 7479.687500, 1, 
11, 37, 4902.937500, 2, 5461.750000, 2, 22490.187500, 2, 23773.312500, 2, 
11, 21, 6882.750000, 3, 6913.187500, 3, 33624.125000, 3, 34026.937500, 3, 
11, 15, 8405.250000, 3, 8806.625000, 3, 41439.375000, 3, 42697.875000, 3, 
12, 19, 12879.687500, 4, 13142.000000, 4, 65913.187500, 4, 65266.937500, 4, 
12, 3, 10394.062500, 9, 10346.812500, 9, 51902.562500, 9, 51709.187500, 9, 
12, 7, 15623.500000, 6, 15793.562500, 6, 77007.750000, 6, 74599.375000, 6, 
12, 65, 1107.437500, 1, 1070.500000, 1, 5364.187500, 1, 5188.875000, 1, 
12, 2, 11286.250000, 10, 11255.625000, 10, 56309.687500, 10, 56137.312500, 10, 
12, 18, 14825.500000, 4, 13811.750000, 4, 74682.562500, 4, 69576.562500, 4, 
12, 64, 1126.125000, 1, 1057.187500, 1, 5431.687500, 1, 5135.750000, 1, 
12, 65, 1127.062500, 1, 1066.937500, 1, 5358.062500, 1, 5188.625000, 1, 
12, 51, 1909.875000, 1, 1024.187500, 1, 7207.125000, 1, 4575.125000, 1, 
12, 44, 2971.187500, 2, 2897.437500, 2, 15144.187500, 2, 15093.000000, 2, 
13, 74, 1345.875000, 1, 1202.875000, 1, 6238.750000, 1, 5883.875000, 1, 
13, 34, 12791.437500, 3, 15947.812500, 3, 63460.812500, 3, 75307.687500, 3, 
13, 7, 21009.375000, 7, 21320.125000, 7, 101304.375000, 7, 100563.562500, 7, 
13, 0, 20024.812500, 13, 19981.500000, 13, 100092.750000, 13, 99852.750000, 13, 
13, 30, 16470.375000, 3, 17401.000000, 3, 80268.687500, 3, 84807.187500, 3, 
13, 2, 15670.125000, 11, 15624.750000, 11, 78367.562500, 11, 78035.000000, 11, 
13, 47, 4584.437500, 1, 7797.437500, 1, 21503.562500, 1, 34060.250000, 1, 
13, 26, 16248.250000, 3, 16289.812500, 3, 73310.000000, 3, 78077.250000, 3, 
13, 28, 17843.625000, 3, 20387.812500, 3, 76792.250000, 3, 80358.875000, 3, 
13, 64, 1521.062500, 1, 1452.187500, 1, 5862.750000, 1, 5769.937500, 1, 
14, 74, 3217.125000, 1, 1275.562500, 1, 18376.187500, 1, 6119.562500, 1, 
14, 44, 882.500000, 2, 11900.312500, 2, 4311.937500, 2, 59602.000000, 2, 
14, 88, 1592.250000, 1, 1421.500000, 1, 7347.062500, 1, 6959.687500, 1, 
14, 8, 24084.812500, 8, 23646.312500, 8, 121103.937500, 8, 118799.000000, 8, 
14, 54, 6095.625000, 2, 6716.187500, 2, 30623.250000, 2, 30643.562500, 2, 
14, 33, 22236.125000, 3, 23591.000000, 3, 112919.437500, 3, 119336.937500, 3, 
14, 10, 24875.437500, 6, 24941.500000, 6, 123770.875000, 6, 122565.375000, 6, 
14, 68, 3357.750000, 1, 3449.437500, 1, 14406.000000, 1, 13059.312500, 1, 
14, 91, 1476.125000, 1, 1467.750000, 1, 7245.187500, 1, 7170.625000, 1, 
14, 7, 29409.062500, 9, 44002.000000, 9, 149488.437500, 9, 217607.750000, 9, 
15, 86, 4622.187500, 1, 1697.437500, 1, 18393.250000, 1, 7477.062500, 1, 
15, 80, 2661.937500, 1, 2595.500000, 1, 10936.625000, 1, 10834.062500, 1, 
15, 30, 28677.437500, 4, 29416.187500, 4, 138812.062500, 4, 142310.687500, 4, 
15, 23, 26329.875000, 6, 28043.187500, 6, 131645.562500, 6, 142100.125000, 6, 
15, 72, 3698.750000, 2, 3453.000000, 2, 19638.937500, 2, 19406.750000, 2, 
15, 67, 5914.687500, 2, 7125.250000, 2, 28149.562500, 2, 41208.000000, 2, 
15, 18, 42230.812500, 5, 45616.000000, 5, 190983.750000, 5, 184593.437500, 5, 
15, 3, 30405.312500, 13, 30452.750000, 13, 151925.062500, 13, 151835.562500, 13, 
15, 33, 29970.250000, 3, 30699.875000, 3, 145055.437500, 3, 151400.437500, 3, 
15, 101, 1834.125000, 1, 1629.187500, 1, 8568.937500, 1, 7989.562500, 1, 
16, 37, 39861.750000, 4, 43898.875000, 4, 188146.437500, 4, 196747.937500, 4, 
16, 93, 4395.875000, 1, 4031.937500, 1, 16843.562500, 1, 19790.062500, 1, 
16, 17, 39816.625000, 7, 42131.125000, 7, 200440.937500, 7, 207343.000000, 7, 
16, 110, 2406.562500, 1, 1776.375000, 1, 14382.937500, 1, 8700.375000, 1, 
16, 91, 3820.437500, 2, 4597.937500, 2, 19907.062500, 2, 20619.500000, 2, 
16, 47, 36302.062500, 3, 40764.187500, 3, 183937.937500, 3, 203555.812500, 3, 
16, 66, 34753.562500, 3, 34540.187500, 3, 171159.437500, 3, 172332.812500, 3, 
16, 85, 3425.062500, 1, 3714.562500, 1, 12291.437500, 1, 15234.500000, 1, 
16, 63, 12255.875000, 2, 12576.187500, 2, 62133.500000, 2, 64609.375000, 2, 
16, 68, 10793.500000, 2, 17319.750000, 2, 90084.187500, 2, 116459.500000, 2, 
17, 129, 2486.812500, 1, 2072.187500, 1, 10953.625000, 1, 10129.937500, 1, 
17, 15, 65947.687500, 8, 77657.187500, 8, 331304.312500, 8, 354517.625000, 8, 
17, 51, 45042.687500, 4, 46515.500000, 4, 232715.375000, 4, 234201.062500, 4, 
17, 43, 49371.437500, 4, 50980.562500, 4, 262959.312500, 4, 252320.812500, 4, 
17, 40, 48149.750000, 4, 49230.000000, 4, 244160.375000, 4, 250859.312500, 4, 
17, 18, 56762.312500, 7, 56552.750000, 7, 280905.562500, 7, 282831.187500, 7, 
17, 7, 46276.125000, 11, 44973.375000, 11, 229018.500000, 11, 228557.812500, 11, 
17, 80, 12952.187500, 2, 14861.437500, 2, 100741.312500, 2, 104617.000000, 2, 
17, 131, 2211.625000, 1, 2103.062500, 1, 10693.625000, 1, 10280.312500, 1, 
17, 33, 55005.125000, 4, 64664.625000, 4, 292508.500000, 4, 319032.750000, 4, 
18, 28, 91955.062500, 5, 102050.062500, 5, 443574.000000, 5, 491312.250000, 5, 
18, 69, 35435.875000, 2, 60036.750000, 2, 166534.750000, 2, 268702.937500, 2, 
18, 91, 7512.125000, 2, 13093.000000, 2, 68486.687500, 2, 106963.187500, 2, 
18, 121, 2195.750000, 1, 2225.000000, 1, 10168.750000, 1, 10417.812500, 1, 
18, 58, 67838.125000, 3, 66530.750000, 3, 317833.562500, 3, 317624.500000, 3, 
18, 55, 64020.250000, 4, 67761.937500, 4, 309415.062500, 4, 334457.312500, 4, 
18, 50, 67475.625000, 4, 72216.500000, 4, 331066.250000, 4, 344840.625000, 4, 
18, 17, 64767.812500, 8, 66874.125000, 8, 325205.812500, 8, 335374.375000, 8, 
18, 102, 8477.500000, 2, 9646.937500, 2, 44420.500000, 2, 48979.062500, 2, 
18, 4, 60820.000000, 14, 60042.437500, 14, 304458.375000, 14, 299947.375000, 14, 
19, 118, 32890.875000, 2, 30398.437500, 2, 173121.875000, 2, 173625.125000, 2, 
19, 49, 95440.250000, 5, 97352.750000, 4, 470636.312500, 4, 450017.500000, 4, 
19, 23, 149069.000000, 6, 167903.187500, 6, 725038.812500, 6, 708011.562500, 6, 
19, 99, 64262.000000, 2, 80913.000000, 2, 207549.187500, 2, 237289.812500, 2, 
19, 42, 75443.500000, 4, 93859.500000, 4, 349821.125000, 4, 355347.625000, 4, 
19, 73, 111901.125000, 3, 112457.937500, 3, 382684.812500, 3, 415191.750000, 3, 
19, 93, 60921.000000, 2, 56185.375000, 2, 299897.625000, 2, 272147.750000, 2, 
19, 105, 49794.250000, 2, 47782.937500, 2, 232062.625000, 2, 219049.625000, 2, 
19, 61, 67208.812500, 4, 75655.500000, 4, 337722.937500, 4, 407221.062500, 4, 
19, 66, 80940.500000, 3, 82745.062500, 3, 405746.250000, 3, 407639.562500, 3, 
20, 111, 24616.312500, 2, 22259.062500, 2, 114262.500000, 2, 119349.562500, 2, 
20, 29, 134301.937500, 7, 141837.625000, 7, 691908.062500, 7, 711325.937500, 7, 
20, 102, 85216.812500, 3, 86972.562500, 3, 429982.687500, 3, 439886.875000, 3, 
20, 87, 92644.750000, 3, 99067.000000, 3, 467909.250000, 3, 501814.937500, 3, 
20, 163, 3143.312500, 1, 2759.437500, 1, 13856.625000, 1, 13190.562500, 1, 
20, 34, 126668.250000, 6, 152516.437500, 6, 608678.562500, 6, 786047.500000, 6, 
20, 147, 4777.312500, 1, 5643.187500, 1, 19088.437500, 1, 24712.937500, 1, 
20, 151, 13059.687500, 1, 2819.625000, 1, 100734.750000, 1, 21218.187500, 1, 
20, 182, 8876.750000, 1, 8011.812500, 1, 20864.750000, 1, 18969.250000, 1, 
20, 150, 4176.312500, 1, 2854.312500, 1, 16393.875000, 1, 12872.937500, 1, 
