15, 39, 3, 4, 2212.750000, 3, 2126.500000, 3, 3, 4, 132.900000, 3, 65.750000, 4, 
12, 60, 1, 1, 21.900000, 1, 22.000000, 1, 1, 1, 22.000000, 1, 21.950000, 1, 
39, 148, 8, 11, 178462.200000, 7, 262464.850000, 7, 8, 11, 1380.950000, 8, 1442.250000, 8, 
43, 478, 4, 6, 346101.100000, 3, 280245.350000, 3, 4, 6, 5299.800000, 4, 9732.150000, 4, 
18, 93, 2, 4, 34.400000, 2, 3051.000000, 2, 2, 4, 342.050000, 2, 586.400000, 2, 
30, 29, 16, 17, 148802.000000, 13, 115419.100000, 14, 16, 17, 161.550000, 16, 244.900000, 15, 
10, 37, 1, 3, 14.800000, 1, 232.950000, 2, 1, 3, 14.300000, 1, 137.450000, 1, 
37, 125, 7, 11, 115739.050000, 7, 157582.450000, 7, 7, 11, 764.250000, 7, 2103.050000, 7, 
50, 270, 6, 11, 465276.450000, 6, 547373.150000, 8, 6, 11, 2130.850000, 6, 5470.850000, 8, 
41, 701, 1, 3, 231.900000, 1, 4823.400000, 2, 1, 3, 230.050000, 1, 3216.100000, 1, 
14, 8, 7, 10, 2667.150000, 7, 2572.000000, 9, 7, 10, 12.000000, 7, 37.900000, 7, 
40, 305, 5, 8, 128145.400000, 4, 162897.700000, 4, 5, 8, 3641.300000, 4, 3748.850000, 5, 
6, 6, 2, 3, 4.050000, 2, 34.400000, 3, 2, 3, 11.900000, 2, 20.500000, 2, 
6, 6, 3, 3, 40.350000, 3, 40.100000, 3, 3, 3, 16.300000, 3, 16.600000, 3, 
41, 575, 3, 4, 83391.800000, 2, 102071.900000, 2, 3, 4, 7176.350000, 3, 7164.750000, 3, 
45, 674, 1, 4, 242.450000, 1, 16213.100000, 2, 1, 4, 242.750000, 1, 1685.950000, 1, 
42, 788, 1, 1, 286.400000, 1, 283.500000, 1, 1, 1, 282.350000, 1, 282.250000, 1, 
16, 4, 12, 12, 3189.200000, 12, 3200.850000, 12, 12, 12, 10.000000, 12, 10.000000, 12, 
25, 294, 1, 2, 97.100000, 1, 98.050000, 2, 1, 2, 98.200000, 1, 298.950000, 1, 
40, 96, 9, 14, 134734.000000, 9, 244247.150000, 11, 9, 14, 615.950000, 9, 1273.850000, 11, 
39, 157, 6, 11, 131600.350000, 6, 222842.400000, 7, 6, 11, 1101.800000, 6, 2041.500000, 8, 
38, 236, 5, 5, 76938.650000, 5, 102010.500000, 5, 5, 5, 1993.250000, 5, 1895.650000, 4, 
11, 50, 1, 2, 18.750000, 1, 18.900000, 2, 1, 2, 18.700000, 1, 58.150000, 1, 
24, 240, 1, 2, 82.250000, 1, 82.300000, 2, 1, 2, 80.600000, 1, 245.200000, 1, 
13, 20, 3, 6, 901.650000, 3, 1340.050000, 4, 3, 6, 28.800000, 3, 90.550000, 3, 
25, 127, 3, 4, 17880.400000, 3, 28888.450000, 3, 3, 4, 505.400000, 3, 412.250000, 3, 
9, 6, 4, 6, 300.800000, 4, 279.350000, 6, 4, 6, 9.050000, 4, 19.450000, 4, 
40, 230, 6, 8, 224714.250000, 5, 155228.800000, 5, 6, 8, 1865.650000, 6, 3153.350000, 5, 
43, 622, 2, 2, 228.450000, 2, 227.650000, 2, 2, 2, 7202.750000, 2, 7219.850000, 2, 
44, 265, 6, 8, 243436.850000, 5, 153365.000000, 7, 6, 8, 3080.300000, 6, 4010.150000, 7, 
21, 47, 5, 8, 8258.150000, 5, 12139.700000, 5, 5, 8, 203.000000, 5, 484.550000, 5, 
49, 618, 4, 5, 540195.700000, 3, 303804.950000, 4, 4, 5, 8281.650000, 4, 11059.250000, 4, 
38, 315, 3, 6, 104483.050000, 3, 109556.050000, 4, 3, 6, 2557.650000, 3, 3959.650000, 5, 
38, 92, 8, 13, 160521.550000, 8, 317685.700000, 8, 8, 13, 408.550000, 8, 785.200000, 10, 
50, 700, 3, 5, 399334.600000, 3, 420967.200000, 3, 3, 5, 9610.400000, 3, 13974.850000, 3, 
4, 6, 1, 1, 3.900000, 1, 3.700000, 1, 1, 1, 3.600000, 1, 3.500000, 1, 
44, 436, 5, 5, 249456.350000, 4, 406687.550000, 3, 5, 5, 5868.550000, 4, 4213.150000, 3, 
48, 168, 10, 14, 651009.600000, 9, 281626.400000, 13, 10, 14, 1704.100000, 10, 4574.200000, 10, 
48, 231, 9, 12, 802074.400000, 7, 515050.850000, 8, 9, 12, 4866.250000, 7, 5834.050000, 8, 
40, 286, 5, 8, 231336.050000, 4, 218048.750000, 4, 5, 8, 2551.350000, 4, 2854.600000, 5, 
11, 43, 1, 3, 16.250000, 1, 467.200000, 2, 1, 3, 16.750000, 1, 54.350000, 1, 
26, 211, 2, 4, 73.050000, 2, 7524.050000, 2, 2, 4, 1163.650000, 2, 1905.050000, 3, 
21, 90, 3, 4, 8861.400000, 3, 14105.100000, 3, 3, 4, 507.100000, 3, 579.100000, 3, 
13, 31, 3, 4, 1130.800000, 3, 1540.450000, 3, 3, 4, 81.650000, 3, 136.200000, 3, 
5, 6, 1, 2, 3.550000, 1, 3.750000, 2, 1, 2, 3.650000, 1, 11.900000, 1, 
41, 335, 4, 6, 156951.600000, 4, 255611.100000, 4, 4, 6, 2615.400000, 4, 3652.400000, 5, 
23, 19, 10, 14, 22636.750000, 10, 19263.950000, 13, 10, 14, 45.650000, 10, 114.400000, 13, 
6, 8, 2, 2, 5.000000, 2, 4.800000, 2, 2, 2, 18.700000, 2, 13.750000, 2, 
37, 590, 1, 2, 198.300000, 1, 199.800000, 2, 1, 2, 193.000000, 1, 1354.550000, 1, 
30, 338, 2, 4, 115.400000, 2, 4013.550000, 2, 2, 4, 2269.500000, 2, 2156.300000, 2, 
44, 668, 3, 3, 19411.050000, 2, 74590.650000, 2, 3, 3, 8225.450000, 3, 8960.850000, 3, 
50, 1078, 1, 3, 409.950000, 1, 38403.000000, 2, 1, 3, 386.650000, 1, 7474.750000, 1, 
41, 366, 4, 6, 243035.050000, 3, 219239.800000, 4, 4, 6, 3814.000000, 4, 6775.600000, 4, 
6, 14, 1, 1, 6.200000, 1, 6.450000, 1, 1, 1, 6.350000, 1, 6.300000, 1, 
5, 1, 4, 4, 26.500000, 4, 26.350000, 4, 4, 4, 3.600000, 4, 3.450000, 4, 
26, 148, 5, 6, 29279.050000, 3, 34674.700000, 3, 5, 6, 845.550000, 4, 1113.900000, 4, 
42, 778, 1, 2, 279.100000, 1, 282.850000, 2, 1, 2, 277.300000, 1, 1982.000000, 1, 
32, 104, 8, 11, 114462.800000, 7, 73365.850000, 8, 8, 11, 796.050000, 7, 1318.450000, 8, 
6, 6, 3, 3, 47.150000, 3, 34.550000, 3, 3, 3, 17.100000, 3, 12.100000, 3, 
23, 206, 1, 1, 70.050000, 1, 70.050000, 1, 1, 1, 72.600000, 1, 72.300000, 1, 
6, 5, 2, 4, 3.800000, 2, 45.450000, 4, 2, 4, 10.950000, 2, 12.000000, 4, 
47, 729, 2, 4, 271.500000, 2, 149120.450000, 2, 2, 4, 8704.600000, 2, 14891.400000, 2, 
29, 182, 4, 6, 47856.000000, 3, 47684.500000, 3, 4, 6, 1286.100000, 4, 2377.750000, 4, 
35, 448, 2, 4, 150.200000, 2, 7575.650000, 2, 2, 4, 3424.200000, 2, 4622.800000, 2, 
8, 28, 1, 1, 11.400000, 1, 11.200000, 1, 1, 1, 11.250000, 1, 11.100000, 1, 
29, 59, 10, 11, 71709.950000, 9, 51063.300000, 10, 10, 11, 407.900000, 9, 354.950000, 10, 
34, 431, 2, 3, 145.000000, 2, 7205.400000, 2, 2, 3, 4415.100000, 2, 5438.750000, 2, 
11, 3, 9, 9, 821.450000, 9, 824.300000, 9, 9, 9, 11.500000, 9, 11.350000, 9, 
5, 2, 3, 4, 16.900000, 3, 31.150000, 4, 3, 4, 4.250000, 3, 9.650000, 3, 
37, 367, 3, 4, 104578.600000, 3, 40542.800000, 2, 3, 4, 5274.900000, 2, 7249.700000, 2, 
20, 73, 3, 6, 6803.450000, 3, 9113.800000, 4, 3, 6, 310.950000, 3, 563.800000, 4, 
32, 155, 4, 8, 54387.600000, 4, 99896.450000, 4, 4, 8, 800.250000, 4, 1659.650000, 5, 
35, 40, 16, 18, 203579.700000, 15, 131468.450000, 16, 16, 18, 308.900000, 15, 370.250000, 15, 
30, 294, 3, 4, 44597.900000, 2, 12511.300000, 2, 3, 4, 2319.100000, 3, 2104.400000, 3, 
40, 18, 29, 30, 134766.450000, 29, 148941.950000, 29, 29, 30, 100.900000, 29, 116.700000, 29, 
37, 61, 12, 17, 120689.850000, 12, 210282.150000, 12, 12, 17, 274.850000, 12, 881.550000, 12, 
14, 46, 3, 4, 1704.700000, 3, 2282.950000, 3, 3, 4, 166.850000, 3, 169.600000, 4, 
33, 427, 1, 3, 141.900000, 1, 2612.500000, 2, 1, 3, 141.900000, 1, 3731.200000, 1, 
7, 11, 2, 3, 6.000000, 2, 40.600000, 2, 2, 3, 30.800000, 2, 24.600000, 3, 
42, 613, 3, 3, 40183.950000, 2, 99697.350000, 2, 3, 3, 10148.900000, 2, 10913.650000, 2, 
44, 691, 3, 3, 22210.950000, 2, 4638.850000, 2, 3, 3, 9972.250000, 2, 13697.100000, 2, 
