7,3,3, 81.250000,3, 81.125000,3,3,3, 23.125000,3, 23.125000,3,3
8,3,3, 129.062500,3, 129.375000,3,3,3, 21.500000,3, 21.187500,3,3
9,4,4, 226.937500,3, 227.000000,3,4,4, 27.875000,3, 27.875000,3,3
10,4,4, 366.875000,4, 368.125000,4,4,4, 30.750000,4, 30.687500,4,4
11,4,4, 602.500000,4, 602.812500,4,4,4, 26.437500,4, 26.000000,4,4
12,5,5, 727.750000,5, 727.812500,5,5,5, 35.937500,4, 35.750000,4,4
13,5,5, 1209.750000,5, 1205.750000,5,5,5, 39.000000,5, 38.312500,5,5
14,5,7, 1871.750000,5, 2189.375000,5,5,7, 32.750000,5, 65.687500,5,5
15,6,6, 4738.375000,5, 3103.375000,5,6,6, 52.562500,6, 52.000000,6,5
16,6,7, 3131.625000,6, 3183.625000,6,6,7, 47.062500,6, 63.750000,6,6
17,7,7, 5061.500000,6, 4984.125000,6,7,7, 68.062500,7, 67.562500,7,6
18,7,9, 4745.312500,7, 9546.312500,6,7,9, 61.812500,6, 110.750000,7,6
19,7,8, 6818.687500,7, 8047.250000,7,7,8, 54.312500,7, 94.687500,7,7
20,9,10, 11162.937500,7, 6982.125000,8,9,10, 131.562500,8, 130.250000,8,7
21,9,9, 19428.125000,7, 13389.250000,7,9,9, 93.875000,8, 91.875000,8,7
22,8,10, 13327.562500,8, 13692.125000,8,8,10, 61.437500,8, 140.875000,8,8
23,9,10, 20738.625000,8, 20055.125000,8,9,10, 89.687500,9, 124.250000,9,8
24,10,10, 23834.562500,8, 23950.812500,8,10,10, 104.937500,9, 102.250000,9,8
25,9,9, 23073.125000,9, 23060.937500,9,9,9, 69.375000,9, 67.250000,9,9
26,9,11, 30020.125000,9, 29308.875000,10,9,11, 58.250000,9, 124.500000,10,9
27,11,11, 43622.187500,10, 41344.062500,9,11,11, 131.562500,11, 128.812500,11,9
28,10,11, 37703.687500,10, 41799.312500,10,10,11, 76.687500,10, 132.062500,10,10
29,14,14, 62643.750000,10, 71827.500000,10,14,14, 289.375000,11, 286.187500,11,10
30,12,12, 54536.750000,11, 53976.250000,11,12,12, 145.875000,12, 142.312500,12,10
31,13,13, 106900.687500,11, 87529.750000,11,13,13, 231.000000,11, 195.250000,11,11
32,13,14, 84522.250000,11, 82971.937500,11,13,14, 187.250000,12, 264.500000,12,11
33,13,14, 75418.312500,12, 97569.250000,12,13,14, 173.125000,12, 203.687500,12,11
34,14,16, 75523.250000,13, 90853.937500,12,14,16, 211.875000,13, 240.937500,12,12
35,14,15, 204638.062500,12, 103063.062500,13,14,15, 253.062500,13, 406.375000,13,12
36,15,16, 130468.000000,13, 111427.562500,13,15,16, 207.125000,13, 239.875000,13,12
37,14,15, 134596.187500,13, 154671.812500,13,14,15, 174.750000,13, 207.250000,13,13
38,17,17, 208949.625000,13, 262525.500000,13,17,17, 273.562500,15, 268.625000,15,13
39,14,18, 151548.500000,14, 244319.687500,14,14,18, 127.500000,14, 452.375000,15,13
40,15,16, 147867.625000,15, 200606.250000,15,15,16, 170.625000,15, 223.437500,15,14
41,17,17, 176256.437500,15, 175588.125000,15,17,17, 234.187500,15, 287.875000,15,14
42,17,18, 196066.500000,16, 328543.500000,15,17,18, 263.125000,16, 508.062500,15,14
43,17,19, 379824.187500,15, 231541.625000,16,17,19, 267.687500,16, 562.562500,16,15
44,17,20, 309760.437500,16, 668743.187500,15,17,20, 225.812500,16, 552.812500,16,15
45,18,20, 401938.687500,16, 369367.875000,16,18,20, 304.875000,18, 446.562500,17,15
46,19,20, 390640.437500,17, 575851.375000,16,19,20, 360.687500,17, 405.562500,16,16
47,19,19, 465280.625000,17, 278190.875000,18,19,19, 341.812500,17, 335.625000,18,16
48,18,20, 584248.625000,17, 699973.125000,17,18,20, 246.000000,18, 397.062500,17,16
49,21,22, 690092.500000,17, 535943.375000,17,21,22, 486.312500,19, 817.562500,18,17
50,19,22, 590711.937500,18, 468446.875000,18,19,22, 255.000000,18, 620.937500,19,17
