35,50517.375,147799.0625,76.375,318.875
36,55546.5,166182.125,78.75,329.4375
38,66376.6875,214918.4375,82.75,346.1875
41,85896.96875,297744.03125,88.1875,371.21875
42,99796.125,356754.625,96.6875,412.375
43,107846.375,395622.59375,99.21875,422.21875
44,116190.5625,438896.5625,101.625,430.375
49,165716.375,709793.5625,112.5,481.5625
55,324200.75,1089246.75,127.1875,624.25
56,342618.84375,1185995.46875,128.75,633.75
57,360407.25,1283417.0625,130.4375,645.1875
59,404217.90625,1477164.78125,135.03125,669.8125
61,447399.0625,1703890,138.25,688.5625
63,500015.375,1960688.375,143.5,708.75
68,635920.75,2706826.875,155.6875,771.25
70,867748.9375,2942986.8125,159.5,895.5
73,995396.625,3539379.5625,166.125,934.25
75,1083530,3983924.6875,169.4375,954.4375
78,1218827.75,4636615,176.5625,992.375
81,1372294.1875,5499741.15625,182,1031.09375
82,1440624.96875,5829994.34375,184.65625,1044.4375
93,2146814.875,9927305.875,208.75,1179
96,2880625.0625,11036630.0625,216.25,1367.125
99,2627200,12975833.9375,219.625,1252.6875
101,3349932.3125,13645843.5625,226.5625,1439.375
106,3830485.75,16612719.125,237.3125,1499.9375
107,3998645.52083333,17418516.3958333,239.770833333333,1521.8125
108,4104314.75,18098281.125,241.4375,1537.9375
110,4447413.875,19622544.25,245.75,1563.5625
113,4792221.0625,21984514.3125,252,1596.375
115,5026039.1875,23659996.6875,255.4375,1621.625
