4, 2, 2, 2, 3, 2, 2, 
4, 1, 3, 3, 3, 3, 3, 
4, 1, 3, 3, 3, 3, 3, 
4, 6, 1, 1, 1, 1, 1, 
4, 0, 4, 4, 4, 4, 4, 
4, 4, 1, 1, 1, 1, 1, 
4, 1, 3, 3, 3, 3, 3, 
4, 0, 4, 4, 4, 4, 4, 
4, 0, 4, 4, 4, 4, 4, 
4, 0, 4, 4, 4, 4, 4, 
5, 2, 3, 3, 4, 3, 3, 
5, 0, 5, 5, 5, 5, 5, 
5, 9, 1, 1, 2, 1, 1, 
5, 2, 3, 3, 4, 3, 3, 
5, 7, 1, 1, 2, 1, 1, 
5, 6, 2, 2, 2, 2, 2, 
5, 10, 1, 1, 1, 1, 1, 
5, 7, 1, 1, 1, 1, 1, 
5, 4, 3, 3, 3, 3, 3, 
5, 3, 3, 3, 3, 3, 3, 
6, 3, 3, 3, 3, 3, 3, 
6, 0, 6, 6, 6, 6, 6, 
6, 8, 2, 2, 2, 2, 2, 
6, 13, 1, 1, 2, 1, 1, 
6, 15, 1, 1, 1, 1, 1, 
6, 11, 1, 1, 2, 1, 1, 
6, 5, 3, 3, 3, 3, 3, 
6, 0, 6, 6, 6, 6, 6, 
6, 0, 6, 6, 6, 6, 6, 
6, 11, 1, 1, 2, 1, 1, 
7, 10, 2, 2, 2, 2, 3, 
7, 20, 1, 1, 1, 1, 1, 
7, 17, 1, 1, 2, 1, 1, 
7, 20, 1, 1, 2, 1, 1, 
7, 17, 1, 1, 2, 1, 1, 
7, 3, 4, 4, 4, 4, 4, 
7, 11, 3, 3, 3, 3, 3, 
7, 3, 5, 5, 5, 5, 5, 
7, 5, 4, 4, 5, 4, 4, 
7, 13, 2, 2, 2, 2, 2, 
8, 24, 1, 1, 1, 1, 1, 
8, 25, 1, 1, 1, 1, 1, 
8, 2, 6, 6, 6, 6, 6, 
8, 12, 2, 2, 3, 2, 2, 
8, 9, 3, 3, 5, 3, 3, 
8, 3, 5, 5, 7, 5, 5, 
8, 12, 3, 3, 3, 3, 3, 
8, 14, 2, 2, 4, 2, 2, 
8, 21, 1, 1, 2, 1, 1, 
8, 16, 1, 1, 2, 1, 1, 
9, 14, 3, 3, 4, 3, 3, 
9, 13, 3, 3, 5, 3, 3, 
9, 26, 1, 1, 2, 1, 1, 
9, 19, 2, 2, 2, 2, 3, 
9, 8, 3, 3, 5, 3, 3, 
9, 13, 3, 3, 3, 3, 3, 
9, 21, 2, 2, 2, 2, 2, 
9, 9, 3, 3, 4, 3, 3, 
9, 18, 2, 2, 2, 2, 2, 
9, 8, 4, 4, 4, 4, 4, 
10, 5, 6, 6, 6, 6, 6, 
10, 37, 1, 1, 2, 1, 1, 
10, 13, 4, 4, 4, 4, 4, 
10, 27, 2, 2, 2, 2, 3, 
10, 44, 1, 1, 1, 1, 1, 
10, 37, 1, 1, 2, 1, 1, 
10, 7, 4, 4, 6, 4, 4, 
10, 33, 1, 1, 2, 1, 1, 
10, 38, 1, 1, 2, 1, 1, 
10, 19, 2, 2, 2, 2, 2, 
11, 51, 1, 1, 1, 1, 1, 
11, 34, 2, 2, 2, 2, 2, 
11, 46, 1, 1, 1, 1, 1, 
11, 39, 1, 1, 2, 1, 1, 
11, 38, 2, 2, 3, 2, 2, 
11, 52, 1, 1, 1, 1, 1, 
11, 38, 2, 2, 2, 2, 3, 
11, 42, 1, 1, 2, 1, 1, 
11, 48, 1, 1, 1, 1, 1, 
11, 3, 8, 8, 8, 8, 8, 
12, 2, 10, 10, 10, 10, 10, 
12, 30, 2, 3, 2, 2, 2, 
12, 19, 3, 3, 3, 3, 4, 
12, 37, 2, 2, 2, 2, 2, 
12, 60, 1, 1, 2, 1, 1, 
12, 49, 1, 1, 2, 1, 1, 
12, 22, 3, 3, 3, 3, 5, 
12, 64, 1, 1, 2, 1, 1, 
12, 6, 8, 8, 8, 9, 9, 
12, 50, 2, 2, 2, 2, 2, 
13, 53, 2, 2, 2, 3, 2, 
13, 59, 1, 1, 2, 1, 1, 
13, 70, 1, 1, 1, 1, 1, 
13, 17, 4, 4, 4, 4, 4, 
13, 56, 2, 2, 2, 2, 2, 
13, 0, 13, 13, 13, 13, 13, 
13, 38, 3, 3, 3, 3, 3, 
13, 16, 5, 5, 5, 5, 5, 
13, 45, 2, 2, 2, 2, 3, 
13, 38, 2, 2, 2, 2, 2, 
14, 59, 2, 2, 2, 2, 2, 
14, 83, 1, 1, 2, 1, 1, 
14, 82, 1, 1, 2, 1, 1, 
14, 0, 14, 14, 14, 14, 14, 
14, 35, 3, 3, 4, 3, 3, 
14, 19, 5, 5, 5, 5, 5, 
14, 27, 4, 4, 4, 4, 4, 
14, 49, 2, 2, 2, 2, 2, 
14, 48, 1, 1, 2, 1, 1, 
14, 73, 1, 1, 2, 1, 1, 
15, 103, 1, 1, 1, 1, 1, 
15, 1, 14, 14, 14, 14, 14, 
15, 83, 1, 1, 2, 1, 1, 
15, 2, 13, 13, 13, 13, 13, 
15, 86, 1, 1, 2, 1, 1, 
15, 75, 1, 1, 2, 1, 1, 
15, 95, 1, 1, 2, 1, 1, 
15, 8, 8, 8, 10, 8, 10, 
15, 66, 2, 2, 2, 3, 2, 
15, 83, 1, 1, 2, 1, 1, 
