16 137.000000 104.062500 2085.750000
16 55.812500 95.500000 2140.937500
16 57.000000 101.812500 1968.687500
16 22.875000 107.750000 44576.937500
16 33.812500 263.750000 5538.625000
16 38.437500 262.562500 7015.812500
16 24.812500 159.750000 37106.000000
16 10.312500 24.937500 53876.625000
17 41.875000 479.187500 1576.250000
17 58.875000 100.875000 3772.125000
17 28.875000 438.250000 49820.312500
17 54.312500 93.750000 2082.187500
17 49.625000 86.312500 6431.500000
17 41.812500 72.875000 1645.562500
17 36.687500 204.875000 34815.375000
17 13.750000 77.937500 59967.562500
18 64.937500 112.312500 2921.500000
18 63.375000 109.812500 2636.125000
18 24.875000 179.250000 70915.437500
18 24.187500 194.812500 73364.250000
18 19.312500 152.500000 70612.312500
18 64.000000 109.875000 2590.937500
18 12.125000 64.500000 46321.375000
18 14.500000 70.500000 58049.937500
18 72.500000 123.562500 2562.250000
19 26.000000 165.000000 75543.125000
19 67.312500 115.875000 3360.250000
19 12.312500 55.250000 77661.875000
19 20.562500 240.687500 102064.812500
19 47.375000 440.500000 55643.250000
19 44.500000 491.437500 70542.562500
19 65.250000 112.125000 5561.562500
19 14.562500 80.375000 72997.250000
20 54.125000 655.250000 12134.562500
20 67.687500 948.875000 5702.187500
20 56.687500 428.187500 20573.437500
20 16.187500 74.500000 130219.625000
20 33.875000 262.125000 118715.875000
20 92.750000 157.312500 3155.562500
20 30.687500 260.687500 106851.250000
20 81.937500 140.250000 9446.812500
21 14.000000 52.750000 132455.062500
21 35.250000 385.187500 112963.250000
21 20.375000 116.312500 133961.312500
21 11.875000 35.062500 123259.500000
21 38.250000 628.437500 123529.812500
21 48.750000 490.500000 116681.687500
22 43.687500 502.250000 129141.562500
22 69.625000 670.875000 2557.687500
22 23.625000 316.312500 249513.437500
22 78.750000 694.375000 14641.625000
22 108.375000 185.000000 6564.375000
22 103.750000 176.187500 5273.812500
22 111.625000 188.375000 5595.250000
22 11.625000 23.312500 117417.562500
23 73.312500 812.562500 99686.750000
23 12.562500 27.750000 207653.562500
23 116.687500 198.125000 5167.562500
23 42.625000 492.937500 179793.937500
23 68.687500 920.187500 148455.000000
23 11.750000 22.625000 154727.375000
23 69.312500 822.125000 158091.687500
23 121.625000 206.312500 4280.937500
23 13.375000 38.875000 167753.562500
24 44.437500 443.000000 177314.625000
24 126.562500 214.562500 5399.000000
24 100.812500 1440.687500 18362.750000
24 88.312500 150.750000 2836.062500
24 120.875000 204.750000 12073.625000
24 98.312500 1335.875000 12633.062500
24 34.500000 242.562500 297726.562500
24 76.250000 1112.125000 188496.187500
