25 138.125000 231.187500 6904.875000
25 17.000000 50.312500 333828.937500
25 19.062500 115.250000 424511.250000
25 142.625000 240.125000 5335.937500
25 51.625000 821.812500 261406.312500
25 121.875000 1951.500000 6967.875000
25 86.625000 947.625000 68693.375000
25 146.062500 245.250000 5448.375000
26 161.312500 268.937500 6292.750000
26 69.437500 937.000000 232548.125000
26 149.187500 250.812500 9367.875000
26 45.312500 775.812500 321545.812500
26 16.437500 58.312500 367435.062500
26 19.375000 110.812500 232241.937500
26 127.187500 1614.937500 12783.437500
26 75.000000 884.812500 335362.375000
27 168.187500 282.562500 5970.437500
27 18.875000 91.625000 411261.562500
27 39.500000 426.375000 395108.187500
27 108.125000 1237.875000 206094.437500
27 16.000000 51.062500 362550.875000
27 93.875000 1682.437500 302186.312500
27 141.875000 240.500000 6986.562500
28 24.625000 167.875000 753743.062500
28 157.500000 264.375000 8833.625000
28 126.625000 1781.062500 91356.625000
28 35.375000 351.750000 684903.062500
28 142.250000 2539.750000 21958.625000
28 24.187500 167.125000 622513.187500
28 123.312500 1411.812500 118743.562500
28 44.250000 659.687500 495453.437500
29 40.562500 376.250000 589547.062500
29 27.750000 446.062500 705798.812500
29 100.687500 1336.062500 428221.187500
29 151.687500 2760.000000 26901.250000
29 198.125000 330.562500 7394.125000
29 159.625000 2622.250000 31787.125000
29 108.437500 1558.437500 394490.812500
29 184.125000 309.875000 8594.937500
29 170.500000 285.625000 12246.312500
30 172.875000 283.562500 6483.187500
30 118.125000 2506.375000 514144.375000
30 170.687500 289.187500 31170.812500
30 81.812500 1213.125000 518831.375000
30 81.937500 1083.250000 517123.750000
30 135.937500 1365.500000 26351.500000
30 129.625000 1845.000000 184304.437500
31 33.875000 285.062500 1138821.000000
31 224.750000 374.312500 10759.625000
31 24.562500 123.125000 818272.187500
31 193.312500 321.750000 25595.437500
31 120.687500 1928.000000 587795.375000
31 75.000000 1609.500000 641690.937500
31 206.187500 342.437500 14422.125000
31 81.687500 1286.062500 420352.625000
32 217.625000 359.312500 22504.500000
32 205.500000 338.437500 13135.687500
32 65.562500 1287.437500 964188.062500
32 135.437500 2579.875000 598095.875000
32 88.687500 1358.500000 682647.375000
32 97.375000 1554.375000 575067.250000
33 62.625000 1312.000000 1132023.125000
33 82.250000 1469.125000 649740.562500
33 134.000000 1929.375000 830453.500000
33 20.000000 62.500000 667974.000000
33 211.187500 2693.375000 17560.062500
33 204.500000 3866.125000 40421.562500
33 203.125000 3165.500000 35484.625000
34 187.187500 3102.250000 146109.000000
34 293.500000 476.312500 15217.187500
34 68.812500 1759.375000 1050066.812500
34 204.375000 3597.562500 191289.062500
34 164.187500 2314.437500 366350.062500
35 278.000000 456.750000 14576.687500
35 127.750000 2471.375000 768637.937500
35 63.562500 2583.562500 1551490.625000
35 19.250000 33.062500 818020.062500
35 68.687500 923.687500 1428667.125000
35 144.500000 2424.812500 1026674.625000
35 319.000000 514.500000 9735.437500
35 273.500000 449.812500 33112.125000
35 305.562500 492.125000 13486.750000
36 57.187500 1254.687500 1445694.562500
36 305.812500 495.750000 17823.750000
36 20.437500 38.062500 925650.312500
36 127.437500 2741.250000 1053196.562500
36 330.125000 533.375000 10741.750000
36 307.000000 506.062500 16968.562500
36 286.437500 465.750000 27722.000000
36 286.125000 468.312500 24982.812500
37 256.562500 4871.625000 88230.875000
37 229.875000 3561.062500 73319.562500
37 316.125000 513.312500 30964.375000
37 146.625000 2286.125000 1230692.062500
37 325.687500 531.187500 23373.687500
38 268.937500 446.500000 8169.562500
38 194.937500 3828.750000 1342659.000000
38 259.562500 3440.625000 374776.687500
38 125.437500 2688.562500 1335544.500000
38 351.625000 577.750000 16368.937500
39 276.750000 7682.437500 50846.062500
39 281.250000 5350.250000 39645.000000
39 203.062500 2377.500000 822928.437500
39 275.687500 4878.375000 206015.125000
39 312.625000 510.750000 37507.875000
40 30.312500 220.250000 2269493.250000
40 132.000000 2754.000000 1637632.187500
40 27.375000 102.250000 2533636.187500
40 125.312500 2289.250000 1630168.187500
40 346.937500 565.437500 16039.062500
40 324.625000 6420.125000 79057.187500
