4, 0, 5.812500, 4, 4, 0, 1.750000, 4, 4.312500, 4, 275.125000, 4, 
4, 0, 5.625000, 4, 4, 0, 1.875000, 4, 4.500000, 4, 281.375000, 4, 
4, 0, 5.875000, 4, 4, 0, 1.937500, 4, 4.562500, 4, 277.500000, 4, 
4, 6, 7.812500, 1, 4, 6, 4.000000, 1, 7.625000, 1, 137.500000, 1, 
4, 0, 5.750000, 4, 4, 0, 2.000000, 4, 4.500000, 4, 282.187500, 4, 
4, 2, 24.687500, 2, 4, 2, 2.125000, 2, 6.375000, 2, 183.750000, 2, 
4, 1, 6.875000, 3, 4, 1, 2.000000, 3, 5.312500, 3, 166.250000, 3, 
4, 0, 5.625000, 4, 4, 0, 1.812500, 4, 4.000000, 4, 275.312500, 4, 
4, 2, 18.250000, 2, 4, 2, 2.062500, 2, 6.125000, 2, 188.312500, 2, 
4, 2, 22.812500, 2, 4, 2, 2.187500, 2, 6.187500, 2, 97.250000, 2, 
5, 10, 9.812500, 1, 5, 10, 6.000000, 1, 10.937500, 1, 206.687500, 1, 
5, 3, 54.687500, 2, 5, 3, 2.937500, 2, 7.812500, 2, 282.000000, 2, 
5, 3, 39.500000, 3, 5, 3, 3.062500, 3, 11.625000, 3, 310.500000, 3, 
5, 8, 28.250000, 1, 5, 8, 5.000000, 1, 9.437500, 1, 193.500000, 1, 
5, 9, 9.000000, 1, 5, 9, 5.437500, 1, 10.062500, 1, 210.687500, 1, 
5, 3, 36.500000, 3, 5, 3, 3.000000, 3, 11.312500, 3, 310.187500, 3, 
5, 7, 54.062500, 1, 5, 7, 4.812500, 1, 8.562500, 1, 214.562500, 1, 
5, 8, 28.375000, 1, 5, 8, 5.000000, 1, 9.250000, 1, 204.500000, 1, 
5, 4, 73.812500, 2, 5, 4, 3.000000, 2, 12.687500, 2, 240.437500, 2, 
5, 6, 56.000000, 2, 5, 6, 4.125000, 2, 15.500000, 2, 174.812500, 2, 
6, 2, 67.125000, 4, 6, 2, 3.000000, 4, 7.687500, 4, 614.000000, 4, 
6, 8, 235.250000, 1, 6, 8, 5.000000, 1, 9.687500, 1, 213.125000, 1, 
6, 6, 207.562500, 1, 6, 6, 4.312500, 1, 8.312500, 1, 148.812500, 1, 
6, 4, 64.187500, 3, 6, 4, 3.750000, 3, 13.687500, 3, 689.750000, 3, 
6, 8, 157.750000, 1, 6, 8, 5.250000, 1, 10.000000, 1, 209.687500, 1, 
6, 6, 140.687500, 2, 6, 6, 4.500000, 2, 16.500000, 2, 422.562500, 2, 
6, 10, 164.562500, 1, 6, 10, 6.062500, 1, 11.875000, 1, 209.750000, 1, 
6, 7, 199.500000, 2, 6, 7, 5.000000, 2, 18.000000, 2, 203.625000, 2, 
6, 13, 92.187500, 1, 6, 13, 7.250000, 1, 13.875000, 1, 288.562500, 1, 
6, 14, 12.750000, 1, 6, 14, 7.687500, 1, 14.312500, 1, 330.812500, 1, 
7, 6, 163.500000, 3, 7, 6, 5.000000, 4, 26.250000, 3, 1332.125000, 3, 
7, 9, 264.750000, 2, 7, 9, 6.000000, 2, 21.312500, 2, 242.562500, 2, 
7, 2, 46.312500, 5, 7, 2, 3.562500, 5, 8.437500, 5, 1851.125000, 5, 
7, 20, 17.000000, 1, 7, 20, 10.750000, 1, 19.500000, 1, 414.187500, 1, 
7, 11, 278.187500, 2, 7, 11, 7.000000, 2, 31.125000, 2, 828.500000, 2, 
7, 9, 468.812500, 2, 7, 9, 6.000000, 2, 27.375000, 2, 453.375000, 2, 
7, 3, 46.062500, 5, 7, 3, 4.000000, 5, 9.687500, 5, 1196.937500, 5, 
7, 9, 253.000000, 2, 7, 9, 6.062500, 3, 38.687500, 2, 1223.687500, 2, 
7, 9, 231.000000, 2, 7, 9, 5.750000, 2, 21.062500, 2, 518.937500, 2, 
7, 10, 271.125000, 2, 7, 10, 6.625000, 2, 29.875000, 2, 259.875000, 2, 
8, 17, 540.812500, 2, 8, 17, 9.875000, 2, 42.250000, 2, 1140.125000, 2, 
8, 11, 487.500000, 3, 8, 11, 7.375000, 3, 25.875000, 3, 1811.312500, 3, 
8, 27, 22.375000, 1, 8, 27, 14.312500, 1, 25.625000, 1, 501.312500, 1, 
8, 21, 17.937500, 1, 8, 21, 11.750000, 1, 21.312500, 1, 413.437500, 1, 
8, 28, 22.250000, 1, 8, 28, 14.437500, 1, 26.125000, 1, 511.375000, 1, 
8, 7, 304.500000, 4, 8, 7, 5.875000, 4, 24.875000, 4, 1796.750000, 4, 
8, 13, 783.562500, 1, 8, 13, 8.000000, 1, 15.062500, 1, 263.375000, 1, 
8, 28, 22.625000, 1, 8, 28, 14.562500, 1, 26.187500, 1, 490.250000, 1, 
8, 4, 340.062500, 5, 8, 4, 4.812500, 5, 15.937500, 5, 1850.875000, 5, 
8, 13, 515.187500, 2, 8, 13, 11.000000, 2, 28.812500, 2, 1166.500000, 2, 
9, 15, 761.875000, 2, 9, 15, 9.437500, 4, 73.125000, 3, 2605.062500, 2, 
9, 13, 1021.625000, 3, 9, 13, 8.562500, 4, 51.437500, 3, 3203.187500, 3, 
9, 10, 394.500000, 4, 9, 10, 7.437500, 4, 24.750000, 4, 3498.750000, 4, 
9, 25, 522.125000, 2, 9, 25, 13.312500, 2, 93.000000, 2, 706.437500, 2, 
9, 29, 69.187500, 1, 9, 29, 15.437500, 1, 27.375000, 1, 525.125000, 1, 
9, 36, 27.875000, 1, 9, 36, 18.687500, 1, 32.375000, 1, 616.687500, 1, 
9, 11, 542.687500, 4, 9, 11, 8.000000, 4, 33.562500, 4, 3200.312500, 4, 
9, 24, 485.937500, 2, 9, 24, 16.562500, 2, 54.812500, 2, 655.062500, 2, 
9, 36, 33.625000, 1, 9, 36, 18.125000, 1, 32.500000, 1, 621.000000, 1, 
9, 10, 1063.187500, 3, 9, 10, 7.562500, 4, 37.375000, 4, 3643.187500, 3, 
10, 8, 1413.312500, 5, 10, 8, 6.875000, 5, 29.125000, 5, 4526.562500, 5, 
10, 27, 1277.625000, 2, 10, 27, 17.437500, 3, 126.875000, 3, 3511.812500, 2, 
10, 6, 822.812500, 6, 10, 6, 6.000000, 6, 25.562500, 6, 4362.937500, 6, 
10, 5, 346.000000, 6, 10, 5, 5.625000, 6, 18.500000, 6, 5609.625000, 6, 
10, 5, 685.562500, 6, 10, 5, 5.687500, 6, 19.187500, 6, 5871.000000, 6, 
10, 2, 159.375000, 8, 10, 2, 4.875000, 8, 11.187500, 8, 5381.000000, 8, 
10, 31, 812.562500, 2, 10, 31, 16.625000, 2, 81.562500, 2, 1012.562500, 2, 
10, 34, 27.062500, 1, 10, 34, 17.500000, 1, 31.375000, 1, 637.500000, 1, 
