10, 35, 743.437500, 1, 10, 35, 18.062500, 1, 31.937500, 1, 687.062500, 1, 
10, 35, 38.812500, 1, 10, 35, 20.125000, 1, 32.750000, 1, 651.937500, 1, 
11, 30, 1861.937500, 2, 11, 30, 16.062500, 2, 94.562500, 2, 2019.625000, 2, 
11, 50, 37.312500, 1, 11, 50, 25.125000, 1, 43.937500, 1, 1010.875000, 1, 
11, 49, 546.625000, 1, 11, 49, 24.875000, 1, 43.312500, 1, 924.812500, 1, 
11, 53, 39.562500, 1, 11, 53, 26.437500, 1, 46.062500, 1, 924.312500, 1, 
11, 42, 1027.375000, 2, 11, 42, 21.250000, 2, 156.000000, 2, 978.125000, 2, 
11, 38, 1583.875000, 2, 11, 38, 20.000000, 2, 97.500000, 2, 1068.687500, 2, 
11, 1, 63.187500, 10, 11, 1, 5.000000, 10, 10.812500, 10, 9098.687500, 10, 
11, 21, 3280.437500, 1, 11, 21, 12.000000, 1, 21.125000, 1, 397.437500, 1, 
11, 43, 792.500000, 1, 11, 43, 21.750000, 1, 38.375000, 1, 779.625000, 1, 
11, 3, 154.937500, 8, 11, 3, 5.500000, 8, 12.562500, 8, 8776.562500, 8, 
12, 48, 1799.437500, 2, 12, 48, 24.062500, 2, 177.250000, 2, 1206.125000, 2, 
12, 63, 159.937500, 1, 12, 63, 31.812500, 1, 54.500000, 1, 1179.750000, 1, 
12, 29, 4321.125000, 3, 12, 29, 16.125000, 4, 175.312500, 3, 10168.000000, 3, 
12, 60, 44.750000, 1, 12, 60, 30.312500, 1, 52.875000, 1, 1263.750000, 1, 
12, 20, 3007.562500, 4, 12, 20, 12.562500, 4, 41.000000, 4, 13176.875000, 4, 
12, 21, 4730.187500, 4, 12, 21, 12.625000, 4, 74.250000, 4, 10796.250000, 4, 
12, 3, 215.312500, 9, 12, 3, 6.000000, 9, 13.812500, 9, 15281.125000, 9, 
12, 53, 39.500000, 1, 12, 53, 27.000000, 1, 46.250000, 1, 1455.500000, 1, 
12, 5, 975.500000, 8, 12, 5, 6.562500, 8, 21.000000, 8, 9638.875000, 8, 
12, 23, 4835.250000, 3, 12, 23, 13.625000, 5, 102.625000, 4, 14602.437500, 3, 
13, 14, 6226.375000, 5, 13, 14, 10.687500, 7, 50.562500, 6, 20309.375000, 5, 
13, 29, 4380.312500, 2, 13, 29, 16.000000, 2, 66.625000, 2, 11960.500000, 2, 
13, 66, 672.937500, 1, 13, 66, 33.750000, 1, 57.687500, 1, 2095.312500, 1, 
13, 68, 147.687500, 1, 13, 68, 33.250000, 1, 58.500000, 1, 1401.250000, 1, 
13, 3, 280.937500, 10, 13, 3, 6.437500, 10, 14.250000, 10, 17591.250000, 10, 
13, 5, 1498.250000, 9, 13, 5, 7.625000, 9, 22.562500, 9, 13502.062500, 9, 
13, 49, 3635.562500, 2, 13, 49, 25.562500, 3, 179.562500, 2, 7886.500000, 2, 
13, 68, 219.250000, 1, 13, 68, 33.250000, 1, 58.250000, 1, 4757.000000, 1, 
13, 2, 210.750000, 11, 13, 2, 6.125000, 11, 13.250000, 11, 15727.187500, 11, 
13, 10, 6667.875000, 7, 13, 10, 8.875000, 7, 43.000000, 7, 14140.250000, 7, 
14, 22, 13995.500000, 4, 14, 22, 14.062500, 6, 69.562500, 6, 24391.125000, 4, 
14, 82, 291.312500, 1, 14, 82, 40.625000, 1, 73.500000, 1, 1725.437500, 1, 
14, 63, 2248.750000, 1, 14, 63, 31.000000, 1, 54.687500, 1, 1146.812500, 1, 
14, 48, 6980.875000, 2, 14, 48, 24.187500, 3, 216.625000, 3, 7957.500000, 2, 
14, 67, 3559.250000, 2, 14, 67, 33.062500, 2, 369.250000, 2, 2431.125000, 2, 
14, 51, 5644.937500, 2, 14, 51, 26.437500, 2, 168.187500, 2, 3755.250000, 2, 
14, 54, 5995.562500, 2, 14, 54, 27.250000, 2, 283.875000, 2, 5312.062500, 2, 
14, 82, 59.250000, 1, 14, 82, 40.812500, 1, 70.125000, 1, 1985.937500, 1, 
14, 75, 2200.125000, 1, 14, 75, 36.937500, 1, 64.687500, 1, 1571.937500, 1, 
14, 42, 9706.812500, 3, 14, 42, 22.187500, 3, 162.125000, 3, 19791.312500, 3, 
15, 2, 258.625000, 13, 15, 2, 7.062500, 13, 14.937500, 13, 27771.187500, 13, 
15, 3, 301.500000, 12, 15, 3, 7.250000, 12, 15.875000, 12, 31479.500000, 12, 
15, 2, 188.187500, 13, 15, 2, 7.125000, 13, 14.937500, 13, 39738.500000, 13, 
15, 52, 10926.000000, 2, 15, 52, 27.062500, 3, 237.875000, 3, 15225.500000, 2, 
15, 70, 5723.437500, 2, 15, 70, 35.375000, 2, 246.687500, 2, 4508.625000, 2, 
15, 39, 15151.875000, 3, 15, 39, 21.125000, 3, 136.812500, 3, 22748.062500, 3, 
15, 60, 8072.062500, 2, 15, 60, 30.062500, 2, 214.312500, 2, 3172.812500, 2, 
15, 20, 18474.812500, 5, 15, 20, 13.375000, 6, 130.875000, 5, 38535.875000, 5, 
15, 13, 11246.187500, 7, 15, 13, 10.750000, 7, 59.250000, 7, 34351.000000, 7, 
15, 9, 10391.875000, 8, 15, 9, 9.000000, 8, 35.062500, 8, 32746.937500, 8, 
