21,17.29375,202.125,93809.11875
26,22.3125,286.125,300545.3125
27,23.0625,296.28125,320557.6875
28,24.09375,307.609375,349794.828125
29,25,320.625,387955.8125
31,27.125,341.3125,478287.125
33,29.5625,408.25,815414.5
34,30.3125,421.333333333333,938478.208333333
35,31.25,433.5,955658.8125
36,32.4791666666667,445.541666666667,1078916.97916667
37,33.5625,456.8125,1167457.75
38,34.875,469.5,1215947.6875
39,35.4375,541.75,1759649.3125
42,40.875,630.1875,2422298.625
43,42.1875,648.75,2566256
44,43.5,664.25,2792051.375
45,44.9375,677.875,3003812.8125
46,46.25,697.020833333333,3171276.9375
48,48.375,789.4375,4392551.1875
49,50.0625,726.3125,3835005.0625
53,55.25,875.25,6097998.0625
55,58.03125,913.65625,6796392.28125
57,61,942.8125,7953383.3125
59,63.28125,970.96875,9030213.3125
60,64.5625,988,9250562.375
64,70.375,1160.39583333333,13858432.2291667
66,73.6875,1187.5625,15530345.4375
67,75.9375,1213.3125,13827257.6875
68,76.59375,1231.1875,17286202.0625
71,81.5,1282.6875,17827381.3125
73,84.25,1310,21520877.1875
