47, 47, 0, 44.187500, 5, 148.062500, 5, 1464795.875000, 5, 
48, 48, 0, 32.062500, 5, 109.250000, 5, 1557352.000000, 5, 
41, 41, 0, 26.125000, 5, 89.375000, 5, 873066.000000, 5, 
43, 43, 0, 28.750000, 5, 99.437500, 5, 1118610.125000, 5, 
47, 47, 0, 31.937500, 5, 107.062500, 5, 1455893.187500, 5, 
43, 43, 0, 29.125000, 5, 99.000000, 5, 1111668.125000, 5, 
37, 37, 0, 23.687500, 5, 80.750000, 5, 616045.375000, 5, 
37, 37, 0, 23.312500, 5, 81.250000, 5, 621404.500000, 5, 
43, 43, 0, 29.000000, 5, 99.250000, 5, 1114236.437500, 5, 
38, 38, 0, 24.000000, 5, 82.500000, 5, 681323.062500, 5, 
77, 77, 0, 50.187500, 6, 171.750000, 6, 9400749.250000, 6, 
59, 59, 0, 39.437500, 6, 133.625000, 6, 4046759.875000, 6, 
51, 51, 0, 34.250000, 6, 116.125000, 6, 2500253.750000, 6, 
63, 63, 0, 41.875000, 6, 141.562500, 6, 5113857.437500, 6, 
52, 52, 0, 35.000000, 6, 118.812500, 6, 2679197.687500, 6, 
68, 68, 0, 45.562500, 6, 153.750000, 6, 6435768.125000, 6, 
63, 63, 0, 42.000000, 6, 141.437500, 6, 5099449.937500, 6, 
58, 58, 0, 38.687500, 6, 131.125000, 6, 3821857.437500, 6, 
68, 68, 0, 45.687500, 6, 154.125000, 6, 6386990.000000, 6, 
60, 60, 0, 39.937500, 6, 135.250000, 6, 4281757.437500, 6, 
87, 87, 0, 58.250000, 7, 196.062500, 7, 17518315.875000, 7, 
79, 79, 0, 53.062500, 7, 178.437500, 7, 12859732.312500, 7, 
77, 77, 0, 51.687500, 7, 173.312500, 7, 11796545.312500, 7, 
83, 83, 0, 55.062500, 7, 185.125000, 7, 15211342.312500, 7, 
90, 90, 0, 60.250000, 7, 202.750000, 7, 19649151.250000, 7, 
87, 87, 0, 58.000000, 7, 195.375000, 7, 17525611.812500, 7, 
90, 90, 0, 60.250000, 7, 202.500000, 7, 19465987.937500, 7, 
79, 79, 0, 52.625000, 7, 178.312500, 7, 12982191.875000, 7, 
76, 76, 0, 50.687500, 7, 170.375000, 7, 11749924.750000, 7, 
81, 81, 0, 54.062500, 7, 182.187500, 7, 14564440.062500, 7, 
