16, 101, 16, 101, 137.000000, 1, 104.062500, 1, 2085.750000, 1, 
16, 49, 16, 49, 26.625000, 5, 227.312500, 5, 31565.375000, 3, 
16, 114, 16, 114, 55.812500, 1, 95.500000, 1, 2140.937500, 1, 
16, 116, 16, 116, 57.000000, 1, 101.812500, 1, 1968.687500, 1, 
16, 41, 16, 41, 22.875000, 3, 107.750000, 3, 44576.937500, 3, 
16, 67, 16, 67, 33.812500, 2, 263.750000, 2, 5538.625000, 2, 
16, 75, 16, 75, 38.437500, 2, 262.562500, 2, 7015.812500, 2, 
16, 47, 16, 47, 24.812500, 3, 159.750000, 3, 37106.000000, 3, 
16, 11, 16, 11, 10.312500, 8, 24.937500, 8, 53876.625000, 8, 
16, 53, 16, 53, 27.625000, 4, 263.937500, 4, 30732.125000, 3, 
17, 84, 17, 84, 41.875000, 2, 479.187500, 2, 1576.250000, 2, 
17, 119, 17, 119, 58.875000, 1, 100.875000, 1, 3772.125000, 1, 
17, 12, 17, 12, 11.437500, 10, 44.125000, 10, 67599.812500, 8, 
17, 35, 17, 35, 20.687500, 6, 167.312500, 6, 57058.625000, 5, 
17, 55, 17, 55, 28.875000, 4, 438.250000, 3, 49820.312500, 3, 
17, 110, 17, 110, 54.312500, 1, 93.750000, 1, 2082.187500, 1, 
17, 101, 17, 101, 49.625000, 1, 86.312500, 1, 6431.500000, 1, 
17, 84, 17, 84, 41.812500, 1, 72.875000, 1, 1645.562500, 1, 
17, 73, 17, 73, 36.687500, 2, 204.875000, 2, 34815.375000, 2, 
17, 19, 17, 19, 13.750000, 7, 77.937500, 7, 59967.562500, 7, 
18, 134, 18, 134, 64.937500, 1, 112.312500, 1, 2921.500000, 1, 
18, 130, 18, 130, 63.375000, 1, 109.812500, 1, 2636.125000, 1, 
18, 46, 18, 46, 24.875000, 4, 179.250000, 4, 70915.437500, 4, 
18, 17, 18, 17, 14.000000, 10, 65.437500, 10, 101099.312500, 8, 
18, 45, 18, 45, 24.187500, 4, 194.812500, 4, 73364.250000, 4, 
18, 32, 18, 32, 19.312500, 6, 152.500000, 5, 70612.312500, 5, 
18, 130, 18, 130, 64.000000, 1, 109.875000, 1, 2590.937500, 1, 
18, 14, 18, 14, 12.125000, 9, 64.500000, 9, 46321.375000, 9, 
18, 20, 18, 20, 14.500000, 8, 70.500000, 8, 58049.937500, 8, 
18, 146, 18, 146, 72.500000, 1, 123.562500, 1, 2562.250000, 1, 
19, 46, 19, 46, 26.000000, 5, 165.000000, 5, 75543.125000, 5, 
19, 137, 19, 137, 67.312500, 1, 115.875000, 1, 3360.250000, 1, 
19, 12, 19, 12, 12.312500, 11, 55.250000, 11, 77661.875000, 11, 
19, 21, 19, 21, 15.687500, 9, 98.500000, 9, 114013.125000, 8, 
19, 33, 19, 33, 20.562500, 7, 240.687500, 6, 102064.812500, 6, 
19, 95, 19, 95, 47.375000, 2, 440.500000, 2, 55643.250000, 2, 
19, 89, 19, 89, 44.500000, 3, 491.437500, 3, 70542.562500, 3, 
19, 65, 19, 65, 34.250000, 5, 457.937500, 4, 77113.750000, 3, 
19, 132, 19, 132, 65.250000, 1, 112.125000, 1, 5561.562500, 1, 
19, 19, 19, 19, 14.562500, 8, 80.375000, 8, 72997.250000, 8, 
20, 109, 20, 109, 54.125000, 2, 655.250000, 2, 12134.562500, 2, 
