10, 10, 10, 7.125000, 4, 30.812500, 4, 4157.375000, 4, 
11, 11, 11, 8.000000, 4, 26.812500, 4, 6858.500000, 4, 
12, 12, 12, 8.375000, 4, 21.812500, 4, 11156.312500, 4, 
13, 13, 13, 9.187500, 5, 38.812500, 5, 13201.250000, 5, 
14, 14, 14, 10.125000, 6, 49.125000, 5, 22628.937500, 5, 
15, 15, 15, 11.187500, 7, 69.687500, 6, 33579.312500, 5, 
16, 16, 16, 11.312500, 6, 46.187500, 6, 34892.500000, 6, 
17, 17, 17, 12.312500, 7, 77.000000, 6, 55987.250000, 6, 
18, 18, 18, 13.062500, 8, 91.437500, 7, 72780.187500, 6, 
19, 19, 19, 14.000000, 8, 75.437500, 7, 78375.437500, 7, 
20, 20, 20, 14.500000, 8, 68.125000, 7, 116228.000000, 7, 
21, 21, 21, 15.562500, 9, 94.187500, 8, 156990.000000, 7, 
22, 22, 22, 16.250000, 9, 86.437500, 8, 153747.500000, 8, 
23, 23, 23, 16.625000, 9, 101.375000, 8, 220687.375000, 8, 
24, 24, 24, 18.000000, 9, 67.687500, 8, 285054.500000, 8, 
25, 25, 25, 18.312500, 9, 69.875000, 9, 283799.125000, 9, 
26, 26, 26, 19.000000, 10, 100.062500, 10, 376643.125000, 9, 
27, 27, 27, 19.875000, 10, 89.812500, 10, 479997.062500, 9, 
28, 28, 28, 20.812500, 11, 121.437500, 11, 477629.000000, 10, 
29, 29, 29, 21.937500, 12, 201.062500, 11, 633510.750000, 10, 
30, 30, 30, 23.000000, 13, 192.062500, 12, 867953.000000, 10, 
31, 31, 31, 23.375000, 12, 134.375000, 11, 745615.312500, 11, 
32, 32, 32, 23.437500, 12, 139.562500, 11, 955862.312500, 11, 
33, 33, 33, 25.000000, 13, 160.437500, 11, 1244761.437500, 11, 
34, 34, 34, 25.187500, 13, 129.937500, 12, 1116007.250000, 12, 
35, 35, 35, 27.125000, 15, 241.062500, 13, 1448457.125000, 12, 
36, 36, 36, 27.875000, 16, 248.750000, 14, 1863550.625000, 12, 
37, 37, 37, 28.625000, 15, 178.312500, 13, 1690265.687500, 13, 
38, 38, 38, 29.500000, 16, 318.625000, 14, 2040994.500000, 13, 
39, 39, 39, 30.812500, 16, 224.125000, 15, 2454654.750000, 13, 
40, 40, 40, 30.937500, 17, 291.875000, 15, 2397730.187500, 14, 
41, 41, 41, 87.250000, 16, 237.375000, 16, 3066305.062500, 14, 
42, 42, 42, 35.250000, 18, 375.375000, 16, 3640748.250000, 14, 
43, 43, 43, 35.000000, 17, 268.062500, 17, 3813955.250000, 15, 
44, 44, 44, 35.687500, 17, 249.000000, 17, 4463964.250000, 15, 
45, 45, 45, 36.250000, 17, 254.437500, 16, 5122838.125000, 16, 
46, 46, 46, 37.812500, 18, 359.062500, 17, 5355556.375000, 16, 
47, 47, 47, 38.812500, 19, 264.562500, 16, 6408930.750000, 16, 
48, 48, 48, 38.562500, 18, 245.687500, 18, 7154917.375000, 17, 
49, 49, 49, 41.875000, 21, 547.187500, 18, 7717538.000000, 17, 
50, 50, 50, 41.937500, 21, 656.250000, 20, 8149553.875000, 17, 
